mtry,min_n,.iter,.metric,.estimator,mean,n,std_err,.config,model
62,3,16,kap,binary,0.55146855059876565,50,0.010900045582527874,Model1,rf-wv
62,3,16,npv,binary,0.9699012194672053,50,0.0014228921760456382,Model1,rf-wv
62,3,16,ppv,binary,0.5630385726540125,50,0.014221650415645106,Model1,rf-wv
62,3,16,precision,binary,0.5630385726540125,50,0.014221650415645107,Model1,rf-wv
62,3,16,recall,binary,0.6256333084875648,50,0.01331747180082565,Model1,rf-wv
62,3,16,roc_auc,binary,0.9341079461747055,50,0.0027973293431550585,Model1,rf-wv
64,39,9,bal_accuracy,binary,0.7987828958484627,50,0.006645545363061294,Model1,rf-wv
64,39,9,f_meas,binary,0.5832715581194539,50,0.010097506405658962,Model1,rf-wv
64,39,9,kap,binary,0.548340908743173,50,0.010624846085768592,Model1,rf-wv
64,39,9,npv,binary,0.9710150600718175,50,0.0013979790218425216,Model1,rf-wv
64,39,9,ppv,binary,0.5476720071824127,50,0.013213606654621712,Model1,rf-wv
64,39,9,precision,binary,0.5476720071824126,50,0.013213606654621707,Model1,rf-wv
64,39,9,recall,binary,0.6395963260047803,50,0.013713675608391762,Model1,rf-wv
64,39,9,roc_auc,binary,0.9340458554955444,50,0.002676017845935332,Model1,rf-wv
70,3,18,bal_accuracy,binary,0.7923873158479217,50,0.006204731631972636,Model1,rf-wv
70,3,18,f_meas,binary,0.5830217167943808,50,0.009998589081116475,Model1,rf-wv
70,3,18,kap,binary,0.5487576075701863,50,0.010562634802824693,Model1,rf-wv
70,3,18,npv,binary,0.9698092417456123,50,0.0013595333528324532,Model1,rf-wv
70,3,18,ppv,binary,0.5591013742682296,50,0.013711849379781055,Model1,rf-wv
70,3,18,precision,binary,0.5591013742682296,50,0.013711849379781043,Model1,rf-wv
70,3,18,recall,binary,0.6240756816159994,50,0.012706553885097078,Model1,rf-wv
70,3,18,roc_auc,binary,0.9325096434415655,50,0.002859356183134773,Model1,rf-wv
72,40,3,bal_accuracy,binary,0.798351118970028,50,0.006568061580044448,Model1,rf-wv
72,40,3,f_meas,binary,0.5820738784677361,50,0.010410241151104123,Model1,rf-wv
72,40,3,kap,binary,0.5469220402911479,50,0.01098674598858574,Model1,rf-wv
72,40,3,npv,binary,0.9709930854976065,50,0.0013634298319042195,Model1,rf-wv
72,40,3,ppv,binary,0.5454562334185885,50,0.013520096714159921,Model1,rf-wv
72,40,3,precision,binary,0.5454562334185884,50,0.01352009671415992,Model1,rf-wv
72,40,3,recall,binary,0.6391679062995285,50,0.013463980160313568,Model1,rf-wv
72,40,3,roc_auc,binary,0.9334087534755664,50,0.0027133834062055147,Model1,rf-wv
75,40,23,bal_accuracy,binary,0.799382822305061,50,0.006305865785259169,Model1,rf-wv
75,40,23,f_meas,binary,0.5843805132523268,50,0.010065938389974136,Model1,rf-wv
75,40,23,kap,binary,0.5494082369943519,50,0.01061488529126231,Model1,rf-wv
75,40,23,npv,binary,0.9711343011813779,50,0.0013187818183492844,Model1,rf-wv
75,40,23,ppv,binary,0.5474624738843609,50,0.013241265712546342,Model1,rf-wv
75,40,23,precision,binary,0.5474624738843608,50,0.013241265712546338,Model1,rf-wv
